id,question,A,B,C,D,answerKey,choice_type,exp,subject_name,topic_name
ea17383a-7256-484c-8935-802442fbb03e,Lateral pedicle flap is used for,Increasing the width of attached gingiva,Recession coverage,Curettage,Vestibular deepening,B,single,,Dental,
5344ef0f-612a-4a2e-a0d9-5314cf3418f3,"A 9-year-old child comes with Ellis class-III fracture in 11 after 24 hours, what will be the first step of management?",Take radiograph and Cvek's pulpotomy,Take radiograph and pulpectomy,Indirect pulp capping,Observation and restore with composite resin,A,multi,"Indication and contraindication for pulpotomy
Indications:

Vital tooth with healthy periodontium.
Pain, if present, is neither spontaneous nor persistent.
Tooth which is restorable.
The tooth that possesses at least 2/3rd of its root length.
Hemorrhage from the amputation site is pale red and easy control.
In mixed dentition stage, primary tooth is preferable to a space maintainer.

Contraindications

Evidence of internal resorption.
Presence of interradicular bone loss.
Existence of abscesses or fistula in relation to the teeth.
Radiographic signs of calcific globules seen in the pulp chamber.
Caries penetrating the floor of the pulp chamber.
Tooth close to natural exfoliation.",Dental,
c70d078e-2a95-4779-b8d5-6050a5b58394,Minimum concentration of oxygen needed in NO analgesia,10%,20%,30%,40%,C,single,,Pharmacology,
2f703c9f-2d54-4833-b319-25f8dc8b500c,Which type of laser is used in waterlase system?,Argon laser,Diode Laser,Nd:YAG laser,YSGG Laser,D,single,"It is an erbium laser (Er,Cr:YSGG) that has the ability to remove both hard and soft tissue safely and effectively. The WaterLase iPlus™ laser from BIOLASE, he says, is exceptionally versatile. “This is an all-tissue laser. Not only can it manipulate soft tissue by removing it for procedures such as biopsies and gingivectomies, it can also safely and effectively ablate tooth and bone structure.",Radiology,
d6a8de08-5a4c-404b-8622-217e17e5751b,Which of the following complications of stroke need not to be treated?,Fever,Spasticity,Dysphagia,Numbness,B,single,"Answer- B. SpasticitySpasticity is seen in 20% of hemiplegic paitents. Spasticity per se does not produce weakness and other aspects of motor control Overzealous treatment affects the normal ambulation of patients. Hence, treating spasticity, as a rule is not always preferred, treating it is a double-edged sword. Spasticity as a consequence of a stroke may have a ceain beneficiary compensatory aspect.",Medicine,
0ae79405-095f-47c3-8fa6-e61495e66324,Which TCA intermediate is used in haem synthesis:,Fumarate,Alpha keto gluterate,Malate,Succinyl CoA,D,single,"Solutions: - The first step of haem synthesis uses succinyl CoA which is intermediate to TCA. Fumarate, Alpha keto gluterate and malate (4C) is also intermediate to TCA. Malonate (3C) or malonyl CoA is inhibitor of 3 pathways in body - Succinate DH of TCA - Complex 2 of ETC - Beta oxidation of Fatty acid Acetyl CoA is not an intermediate of TCA. Haem synthesis It occurs in Mitochondria + cytoplasm (So, doesn't occurs in RBC)",Biochemistry,AIIMS 2019
41de4a10-ea29-4f5d-817c-570c5e537bc9,Patient with history of tachyarrhythmias is on implantable cardioveer defibrillator. He develops shock. Best method to know the position and integrity of ICD is:,CECT,MRI,USG,Plain radiograph,A,single,Ans: A. CECT (Ref Hurst 's The Hea 13/e p1050)Plain radiograph:Best method to know ICD position & integrity.ICD Lead dislodgement:Radiographically visible.Significant increase in pacing threshold /decline in electrogram amplitude.,Radiology,
3b184f01-db13-4379-ab0b-7709853e0326,"A case of jaundice with 50% direct bilirubin, other LFTs normal. Diagnosis is –",Rotor syndrome,Gilbert syndrome,Glucuronyl transferase deficiency,Primary biliary cirrhosis,A,single,"50% direct bilirubin means conjugated hyperbilirubinemia.
Normally the direct (conjugated) bilirubin is less than 15-20% of total bilirubin.

Normal Values of bilirubin
Total bilirubin       >             0.2 - 1.9 mg/d1.
    Direct bilirubin >             0 - 0.3 mg/dl.

So, this child has : -


Conjugated hyperbilirubinemia
Other LFTs normal


Amongst the given options, Rotor syndrome and Primary biliary cirrhosis cause conjugated hyperbilirubinemia.
In Primary biliary cirrhosis, other LFTs are also abnormal, e.g., SGOT and SGPT are raised. Now we are left with Rotor syndrome which causes conjugated hyperbilirubinemia. Other LFTs are normal.",Pediatrics,
27172e24-cd06-4dc8-b00b-0a378fcc9a36,"Density of radiograph is affected by all, except:",mA,kVp,Cone angulation,Thickness of object,C,multi,"Images should have optimal density and contrast to facilitate interpretation. Although milliamperage (mA), peak kilovoltage (kVp), and exposure time are crucial parameters influencing density and contrast, faulty processing can adversely affect the quality of a properly exposed radiograph.
White and Pharoah, 7th ed, pg-91",Radiology,
4bf78fed-6576-4ea9-9ba9-1028d2eb6220,Removal of veebral disc can be done by all these approaches except:,Laminotomy,Laminectomy,Laminoplasty,Hemilaminectomy,C,multi,"Ans: C. Laminoplasty(Ref Maheshwari 5/e p257)Removal of veebral disc can be done by all these approaches except laminoplasty.Laminoplasty:Describes process of increasing available space for spinal cord by laminar arch reconstruction by posterior approach. Methods of Removal of DiscFenestrationThe ligamentum flavum bridging the two adjacent laminae is excised and the spinal canal at the level exposed.LaminotomyIn addition to fenestration, a hole is made in the lamina for wider exposure.Hemi-laminectomyThe whole of the lamina on one side is removedLaminectomyThe laminae on both sides, with the spinous process are removed. Such a wide exposure is required for a big, central disc producing cauda equina syndrome.",Surgery,
6801e5d7-8e26-4729-bc67-a4c12e2f2aab,The setting time of zinc phosphate may be retarded by?,Increase in the ratio of powder to liquid,Diluting the liquid with water,Increase the addition of powder to liquid,Decrease the addition of powder to liquid,D,single,,Dental,
046ddc6f-759d-4234-b6a8-89ad6017ef3a,Which of the following instrument does not have 4 digits?,GMT,Excavators,Enamel hatchet,,C,multi,"Three-Number Formula

It is used for the instruments in which cutting edge is at right angle to the long axis of the blade.

Eg: Enamel hatchet
Four-Number Formula

It is used for the instruments in which primary cutting edge is not at right angle to long axis of the blade.

Eg: GMT, excavators",Dental,
0aa56b89-1692-494c-b14f-f794ca9821ec,"A 1-month-old child presented with conjugated bilirubinemia and intrahepatic cholestasis. On Liver biopsy staining with PAS, red colored granules were seen inside the hepatocytes. Probable diagnosis is:",Congenital hepatic fibrosis,Wilson's disease,Alpha-1 antitrypsin deficiency,Hemochromatosis,C,single,Ans: C. Alpha-1 antitrypsin deficiency(Ref Harrison 19/e 367-e2; Nelson 20/e p2052; Robbins. 9/e p815)Most probable diagnosis = Alpha-I Antitrypsin deficiency.Alpha-I Antitrypsin deficiency:Diagnosis:Confirmed by blood tests.Reduced levels of serum AAT & accompanied by Pi determinations.Liver biopsy:Determines stage of hepatic fibrosis.Shows characteristic PAS-positive & diastase-resistant round- to-oval cytoplasmic globular inclusions inside hepatocytes of lobule periphery.,Pediatrics,
8985b422-02e8-4982-8015-0cae2ac122f1,All are used in management of overdosage of Fibrinolytics except?,Epsilon amino Caproic Acid,Tranexamic Acid,DDAVP,FFP,C,multi,"Reversal of Fibrinolytic-Induced Bleeding Minor external bleeding Manual pressure Significant internal bleeding Immediate cessation of fibrinolytic agent, antiplatelet agent, and/or heparin Reversal of heparin with protamine, as discussed earlier Typed and cross-matched blood ordered with verification of activated PTT, CBC, thrombin clotting time, and fibrinogen level Volume replacement with crystalloid and packed red blood cells as needed Major bleeding or hemodynamic compromise All measures listed for significant internal bleeding Fibrinogen concentrate 70 milligrams/kg IV, and recheck fibrinogen level; if fibrinogen level <100 milligrams/dL, repeat fibrinogen concentrate dose. If bleeding persists after fibrinogen concentrate or despite fibrinogen level >100 milligrams/dL, administer FFP 2 units IV. If bleeding continues after FFP, administer an antifibrinolytic such as aminocaproic acid 5 grams IV over 60 min followed by 1 gram/h continuous IV infusion for 8 h or until bleeding stops, or tranexamic acid 10 milligrams/kg IV every 6-8 h. Consider platelet transfusion. Intracranial hemorrhage All measures listed for significant internal and major bleeding with hemodynamic compromise Immediate neurosurgery consultation",Medicine,AIIMS 2020
9572a3f9-b8a0-4fc4-96a1-cc0409721155,BCG is maximally protective against:-,Pulmonary TB,Pulmonary and CNS TB,CNS and Disseminated TB,Extra pulmonary TB,C,multi,"BCG VACCINE: - Vaccine used in India- Copenhagen strain - Primarily includes cell-mediated immunity - It has low protective efficacy against primary infection & pulmonary infection & all forms of TB - But enables satisfactory protection against severe forms of TB like Miliary TB, Tubercular meningitis & reduces moality",Pediatrics,AIIMS 2018
e8109ada-ec65-4e42-ad7f-588f47d7c8d8,Which nerve biopsy is taken to diagnose neuritic leprosy?,Median nerve,Radial cutaneous nerve,Ulnar nerve,Radial nerve,B,single,"Neuritic leprosy - only nerve involved no skin involvement. - Slit Skin smear(SSS) - negative - Nerve thickening - confirms diagnosis. A purely sensory thickened peripheral nerve should be sampled as there are chances of nerve damage during biopsy If its a motor nerve--> deformity . Therefore, option median & ulnar are ruled out. So Radial cutaneous branch is used for sampling during nerve biopsy.",Dental,AIIMS 2018
e4610f09-b587-47c8-99ff-c8967f481322,"The necrotising pressure areas, undergoing bone resorption and endosteal bone formation",Juvenile periodontitis,Occlusal trauma,Chronic suppurative periodontitis,ANUG,B,single,,Dental,
96c67a06-4ef0-4473-8d1c-6c31fd617a5e,"Which of the following will lead to spread of communicable disease during disaster, except",Diarrhoea,Acute Respiratory infection,Measles,Malnutrition,D,multi,,Dental,
b333f3d2-f0c1-4af8-add4-2f13f2a99643,"The best radiographic view of temporomandibular joint
is given by:",Transorbital view,Reverse Towne's view,Transpharyngeal,Panorex,C,single,,Radiology,
a1f7c34e-e009-4447-b459-3fe798b4bbc1,Right trochlear nerve palsy can lead to all except:,Diplopia on upward gaze and adduction,Right head tilt,Exotropia,Hyperopia,B,multi,"Ans: B. Right head tilt(Ref. Yanoff and Duker 4/e p1228)Right trochlear nerve palsy:Accompanied by compensatory contralateral head tilt (left head tilt), not right head tilt.Signs:Classical sign of unilateral fouh nerve palsy is contralateral head tilt (an 'ocular' toicollis).Exhibited by most patients & usually sole presenting sign in children.Non-ophthalmological causes also considered.Presents with veical diplopia.Torsional diplopia - Due to ocular cyclotorsion accompanies veical diplopia in acquired fouh nerve palsy.",Ophthalmology,
82e2995c-8c88-47f9-b3d4-bcf04355a688,On abdominal ultrasound gallbladder shows diffuse wall thickening with hyperechoic nodules at neck and comet tail aifacts. The most likely diagnosis will be:,Adenomyomatosis,Adenocarcinoma of gallbladder,Xanthogranulomatous cholecystitis,Cholesterol crystals,A,multi,"Ans.A. AdenomyomatosisAdenomyomatosis is a benign condition characterized by hyperplastic changes of unknown etiology involving the GB wall.It causes overgrowth of the mucosa, thickening of muscular wall, and formation of intramural diveicula or sinus tracts termed as Aschoff-Rokitansky sinuses.Investigations-USG- The presence of cholesterol crystals in these sinuses can result in ""diamond ring sign"", ""V-shaped"", or ""comet-tail"" aifacts on USG.Treatment- Cholecystectomy is indicated in symptomatic adenomyomatosis or when cholelithiasis is present.",Surgery,
710d1f09-b5eb-46b7-b5b7-801b1ebe3341,"A 40 year male complaining of hot flushes each time he baths. Hb: 20%gm, Platelet: 89,000/mL, WBC: 30,000/mL, Investigation revealed JAK2 mutation. What is the most likely diagnosis?",PMF,CML,PCV,Essential thrombocytosis,C,single,diagnosis Polycythemia Vera Polycythemia | platelet | WBL | | RBC | JAK2 mutation Polycythemia Vera | WBC | Basohils | histamine release - contribute to hot flushes or itching Every time patient takes bath (aquagenic pruritis) impoant diagnostic feature: Serum erythropoietin level below normal. Impoant diagnostic feature: Serum erythropoietin level below normal. Rx=Hydroxyurea Cells count control Option A- PMF Should show SplenoHepatomegaly Pancytopenia No TLC RBC drop mentioned Option B- CML ||| WBL upto 1 lakh Jak2 must along with bcr-abl fusion transcription present. Option D- Essential thrombocytosis Leads to |only platelet count initially other counts will increase Later significant increase in platelet count upto 5-6 lakh approx.: less in our of answer.,Medicine,AIIMS 2019
f57bea78-7373-4f7e-b8fc-0c338a5b1fef,When instrument with primary cutting edge is perpendicular to blade then:,1st digit of 4 digit formula omitted.,2nd digit of 4 digit formula omitted.,3rd digit of 4 digit formula omitted.,4th digit of 4 digit formula omitted.,B,single,,Dental,
44483815-3319-493d-b156-d3663a4d61a1,23 serotypes pneumococcal vaccine Most useful in,Cystic fibrosis,Recurrent otitis media & sinusitis,Child less than 2 years,Sickle cell anaemia,D,single,Ans-D. Sickle cell anaemia* PPSV23 (Pneumovax or Pnu-Immune) is the most widely available formulation and contains 23 pneumococcal polysaccharides* A single dose of the 23-valent pneumococcal polysaccharide vaccine (PPSV23) is indicated for adults (ages 19 to 64 years)* Vaccination with both PCV13 and PPSV23 is indicated in individuals with impaired splenic function for eg- Sickle cell disease or other hemoglobinopathy,Microbiology,
9ba1d3cf-434c-4f68-ab5f-0ccbe263e3a5,In universal pro-taper retreatment file end cutting tip is seen in?,D-1,D-2,D-3,None of the above,A,multi,,Dental,
5bfd1b1b-9631-4170-b708-e0504da5086e,"A chronic alcoholic patient came to emergency with severe pain in epigastrium and multiple episodes of vomiting. On examination, guarding was present in upper epigastrium. Chest X-ray was normal. What is the next best step?",Upper GI endoscopy,Serum lipase,Alcohol breath test,CECT,B,multi,From the given case: ACUTE PANCREATITIS- Chronic Alcoholic- Severe pain in Epigastrium- Episodes of vomiting* Normal CXR- Perforation peritonitis is ruled out - no pneumoperitoneum Acute Pancreatitis: Etiology Clinical Presentation Gall stones Pain in Epigastrium- radiating to left back Alcoholism Ileus- Nausea & Vomiting Trauma to Abdomen Tachypnea Ampullary tumor Abdominal distention Drugs Guarding +nt Hyperparathyroidism Hypotension maybe +nt. Hypercalcemia Pancreatic divisum Viral infections Scorpion bite Malnutrition Idiopathic INVESTIGATIONS:Initial investigation:- Clinical findings- Amylase - Not specific- Lipase - Specific (preferred) Imaging: - CECT - IOC + Staging investigation.- Balthazar criteria- To be performed after 72 hours as pancreatic necrosis is evident 1st 24 hrs.- Upper GIE & Alcohol breath test - Not done as the patient is alcoholic- No history of upper GI bleeding,Surgery,AIIMS 2019
4e6da460-99e2-4192-b3b6-b10f8827dce2,What among the following is the use of this?,Prevent viral infections,Prevent transfusion related reactions,Prevent bacterial contamination,Prevent blood mismatch,B,single,The picture given above shows the WBC filter. | WBC's entering the body of the recipient | are the chances of development of transfusion related reactions. Purpose of having this kind of filter is that: - lesser chances of entry of WBC inside the body of the host. - Prevent the entry of (Cell) aggregates inside the body of the recipient. The size of the WBC filters can range from 170- 200m. The size of the transfusion needle is 18-19 gauge.,Pathology,AIIMS 2019
e0f9e4af-3c3f-49d3-a19a-f8b884951de6,What is the ratio of chest compressions and breaths when a lone person is giving cardiopulmonary resuscitation?,10:01,15:01,30:01:00,30:02:00,D,single,"Ans: D. 30:2(Ref AHA 2015 CPR Guidelines "" wp-content/uploads/2015/10/2015-AHA!Guidclinet.-Hilivhtv-En,cgish ficIf.)Ratio of chest compressions to rescue breath in all adults (Even with 1 or 2 rescuers) = 30:2.",Anaesthesia,
12bfacf6-a27e-41dc-85ee-64e1b8955000,Two bodies are found outside the car following an accident. The doctor conducting the autopsy was able to decide who was driver based on all of these features except:,Whiplash injury,Steering wheel imprint,Sparrow foot marks,Seat belt abrasion over left shoulder,C,multi,"Ans: C.Sparrow foot marks(Ref Reddy 34/e p263, 33/e p281)Sparrow footmarks:* Occur in both driver as well as passengers.* Does not differentiate between driver & passenger.* Multiple punctuate lacerations of lace produced. - Due to shattering of windscreen glass into multiple small cubical fragments with relatively blunt edges. - Hence, also windshield glass injury. Motor Vehicle Injuries:Car (Four-wheeler) Injuries:Whiplash injuryAcute hyperflexion followed by hyperextension of neck due to violent acceleration or deceleration force.Applied to (front seat) passenger (passenger >Driver)Steering wheel impact type injuryOccurs due to sudden stop of car, throwing forward the driverThroat crushed across top of steering wheel or horn ring (Occurs inSeat belt syndromeContusion,laceration,perforation & avulsions of small intestine, omentum, & mesenteryThere may be rupture of abdominal aoa, spleen, liver, pancreas, Hinge fractureSkull base fracture running along the petrous ridges through sella turcica, i.e.Ladder tearsMultiple transverse intimal tears in aoa, adjacent to main rupture.",Forensic Medicine,
9a4a67be-7443-404f-b8fe-48173b84046b,Is it possible to remove centric interference and working interference by reducing supporting cusps in natural dentition:,Yes,No,Yes but we should avoid it,It is not possible to remove both the interferences simultaneously.,C,multi,,Dental,
2b325080-a90d-4813-b2bd-cfa4fa246c27,Plastic carrier size of 40-90 in carrier base Gutta percha are made from?,Poly propylene,Poly Sulphone,Poly Sulphide,Liquid crystal plastic,B,single,,Dental,
83d4ffd3-ac6f-4c98-88c6-96ddbe0db146,In which of the following heart diseases is materanl mortality during pregnancy found to be the highest:,Coarctation of aorta,Eisenmenger syndrome,AS,MS,B,single,,Gynaecology & Obstetrics,
9057e801-66cf-41cf-bd68-6c79f8b03a12,Which of the following zones is used for melting alloy during casting:,Reducing flame,Oxidizing flame,Green flame,All of the above,A,multi,,Dental,
590248a6-74f4-45bf-a54a-d9b9b09b78b8,Foramen magnum transmits all except:,Vertebral artery,Spinal branch of 10th nerve,Spinal cord,Both option 2 and 3,D,multi,"Structures passing through foramen magnum are:

Through anterior part 
Apical ligament of dens
Membrana tectoria
Through subarachnoid space 
Spinal accessory nerve
Vertebral arteries
Anterior and posterior spinal arteries
Through posterior part 
Lower part of medulla
Tonsils of cerebellum
Meninges",Anatomy,
58ffad4a-5613-4d26-88b2-a4bb2ce2b9e6,Which of the following drugs can be stopped abruptly without any withdrawal symptoms?,Esctilaopram,Fluoxetine,Fluvoxamine,Seraline,B,single,Answer- B. FluoxetineFluoxetine has the lowest incidence of discontinuation syndrome among several antidepressants including paroxetin and venlafaxine. The longer half life of fluoxetine will avoid any withdrawal symptoms because this medication effectively tapers itself from the patient's system over a few days.,Pharmacology,
a8741f5b-b523-461f-b335-3dbe021ad8de,"In postductal coarctation of the aorta, blood flow to the lower limb is maintained through which of the following arteries –",Umblical artery and subcostal arteries,Thoracic and pericardiophrenic arteries,Intercostal arteries and superior epigastric artery,Ant and post circumflex arteries,C,single,"The coarctaion may be :


Preductal - where is narrowing is proximal to the ductus arteriosus or ligamentum arteriosum. or
Postductal - where the narrowing is distal to the ductus arteriosus or ligamentum arterosuin.


Collateral circulation connects the proximal and the distal aspects of the vessels over time. This collateral circulation will develop mainly from the : -


Subclavian,                   u Internal thoracic                                                             u Intercostal arteries

u Axillary,                         u Superior and inferior epigastric and

Following collateral connections may be seen :


In the anterior thoracic wall, the internal mammary arteries (arising from subclavian arteries) and the epigastric arteries join to form collaterals which supply the abdominal wall and the lower extremities.
Internal mammary artery gives rise to anterior intercostal arteries which forms anastomoses with the posterior intercostal (post intercostals arise from descending aorta).
Superior epigastric artery is terminal branch of internal mammary artery and forms anastomoses with inferior epigastric artery which arises from external iliac artery.
Musculophrenic artery is terminal branch of internal mammary artery and forms anastomoses with inferior plirenic and post intercostals.
The Para scapular arteries (arising from subclavian artery and axillary arteries) connect with the posterior intercostal arteries to form collaterals which supply the distal aortic compartment.
The suprascapular artery from the subclavian; and the thoracoacromial, lateral thoracic and subscapular arteries from the axillary; and the first and second posterior intercostal arteries from the costocervical trunk anastomose with other posterior intercostal arteries.
One route of collateral formation can be subclavian artery - vertebral artery-spinal arteries - post intercostals and lumbar artery - aorta.",Pediatrics,
0c144f12-8849-4f9c-a09b-53969a6fc28c,For testing the statistical significance of the difference in heights of school children among three socio economic groups the most appropriate statistical test is:,Student's 't' test,Chi-squared test,Paired 't' test,One way analysis of variance (one way ANOVA),D,single,,Dental,
17f11735-64fc-47ec-b06b-c9124e27c1cf,The radiographic view of choice for diagnosing horizontally favorable and unfavorable # is:,OPG,Occlusal,Lateral Oblique view,Transpharyngeal,C,multi,,Surgery,
e9f104f9-2231-4a49-b5a6-983ca6e08c49,A pier abutment is:,Periodontally weak abutment,With an edentulous space on mesial and distal sides of the abutment,Edentulous space on one side of the abutment,Abutment adjacent to edentulous space,B,multi,,Dental,
43bdf667-7532-42d6-b875-c2c06f6b9d3a,Splinting of cervical root fracture is done for,40 days,4 months,4 weeks,14 days,B,single,,Dental,
9c2050d1-8db5-4ef7-835c-d7cb5bb52198,Transmission of herpes is maximum in-,IInd trimester,IIIrd trimester,During parturition,1st trimester,C,single,"In case of herpes infection transplacental infection is not common, instead the fetus becomes affected by virus shed from the cervix or lower genital tract during vaginal delivery.
Baby may sometimes be affected in utero from contaminated liquor following rupture of membranes.",Gynaecology & Obstetrics,
c2cf6fda-d767-48e5-acbe-c663d376240b,Acetone breath is a feature of:,Liver disease,Sinusitis,Renal disease,Diabetes mellitus,D,single,,Medicine,
46ad47af-1a99-4c9a-a81b-58316ce06439,Which of the following nonaqueous elastomeric impression materials has the least shelf life,Poly ether,Addition silicone,Condensation silicone,Polysulphide,A,single,,Dental,
19567e6c-e0f7-4201-816d-23b58786f586,"Patient with PPF transfusion complaint of breathing difficulty, tachycardic, tachypnia, Had Batwing sign present in X-ray. What will be the possible reason?",Transfusion related lung injury,Due to overload of PPF,Acute renal tubular acidosis,Hemoglobinuria,B,single,"Answer- B. Due to overload of PPFTransfusion associated circulatory overload (TACO) is an established, but grossly under diagnosed and underrepoed complication of blood transfusion.",Medicine,
65491c14-e081-4a90-94be-d0db9ef0325f,A 13 year old girl with soft painful swelling on posterior aspect of thigh. Color Doppler showed multiple venous channels without any major arterial feeder. All of the following are liquid embolizing agents except,Cyanoarylate,Sodiumtetradecyl sulphate,Polyvinyl alcohol,Absolute alcohol,C,multi,Polyvinyl alcohol is not a liquid embolizing agent.,Surgery,
e4ec572a-e21c-4cf9-96ad-1a750336f1c9,Half-life of TGF -B (beta) is,24 hrs,4a hrs,10-12 min,3-5 min,D,single,,Pathology,
8ecb4d6b-8ab1-40d7-af48-fa8fe50bd21f,Centrineuraxial (spinaland epidural) anaesthesia is not contraindicated in,"Platelets <80,000",Patient on aspirin,Patient on oral anticoagulants,Raised intracranial pressure,B,single,,Pharmacology,
a456bf4d-1f3e-42a4-8976-b1b81ff466ee,"For a maxillary premolar in a radiograph, the facial root appears distal to the palatal root, the film was exposed with:",Increased vertical angulation,Decreased vertical angulation,From mesial side of the tooth,From distal side of the tooth,C,single,"If the tube is shifted mesially and the object in question appears to move distally, it lies on the buccal aspect of the reference object. These relationships can be easily remembered by the acronym SLOB: same lingual, opposite buccal. 
Thus,

If the object in question appears to move in the same direction with respect to the reference structures as does the X-ray tube, it is on the lingual aspect of the reference object.
If it appears to move in the opposite direction as the X-ray tube, it is on the buccal aspect.
If it does not move with respect to the reference object, it lies at the same depth (in the same vertical plane) as the reference object.

Ref: ORAL RADIOLOGY Principles and Interpretation, Stuart C. White, Michael J. Pharoah Edition 7 page no 88",Radiology,
817f4af3-ff25-4483-9498-58543bff63cf,Kroll designed,RPI clasp,Bar clasp,Circumferential clasp,Altered clasp,A,single,,Dental,
29915e72-87a0-4dad-a365-6e3337e36ebe,Which is not a feature of HELLP syndrome:,Thrombocytopenia,Eosinophilia,Raised liver enzyme,Hemolytic anemia,B,single,,Gynaecology & Obstetrics,
79c95aee-a0ff-4f7a-8a3f-2228f0ca66ce,"Which of the following is used as a bio-degradable membrane in ""guided tissue regeneration"" process?",Polylactic acid,Poly tetrafluoroethylene,Millipore,Core membrane,A,single,,Dental,
7bb29056-c6b1-4d7b-b513-e6eab45eeb86,A 16 years old girl walks into your clinics and asks for Ca cervix vaccination.Which of the following should be administered?,Gardasil 9,Biovac,Polymer 7,Cohen 5,A,single,"Ans. A.Gardasil 9Gardasil 9 is an HPV vaccine approved by the U.S. Food and Drug Administration and can be used for both girls and boys.This vaccine can prevent most cases of cervical cancer if given before a girl or woman is exposed to the virus.HPV Vaccines* Cervarix - Protects against HPV-16, 18.* Gardasil 4 Protects against HPV - 6, 11, 16, 18.* Gardasil -9 - Protects against HPV - 6, 11, 16, 18, 31, 33, 45, 52, 58.",Gynaecology & Obstetrics,
645de065-8ca4-48b5-b6c5-0b5894eca245,"Essential fatty acid present in breast milk which is required for normal growth of child
is:",Lenoleic acid,Palmitic acid,Docosahexanoic acid,EPA,C,single,"DOCOSA HEXAENOIC ACID (DHA)

Sources: Human milk, Fish liver oils, Algal oils
Synthesized in the body from α Linolenic acid.
Highest  concentration  of  DHA  found  in  retina,  cerebral  cortex, sperms.
Functions: Needed for the development of fetal brain and retina
DHA is supplied transplacentally and through breast milk.
Clinical significance: Low DHA is associated with increased risk of Retinitis Pigmentosa.",Biochemistry,
a3bc5be5-72a7-45a8-81a2-4c492249c14f,The host tissue response in acute inflammation is all except:,Exudative,Necrotizing,Granulomatous,Cytopathic,C,multi,,Pathology,
28b7a6ea-c657-4da7-81dc-88457a064655,Which of the following is not used in osteoporosis?,Milnacipran,PTH,Strontium ranelate,Denosumab,A,single,"Ans: A. Milnacipran(Ref. Goodman Gilman 12/e p1299; Katzung 13/e p761-762, 12/e p775; Harrison 19/e p2493, 18/c' p3120; Apley 9/e p /3 I-133)Milnacipran:Serotonin-norepinephrine reuptake inhibitor (SNRI).Approved for treatment of pain in fibromyalgia, not in osteoporosis.Drugs useful in OsteoporosisInhibit Bone ResorptionStimulates Bone Both actionBisphosphonates: Alendronate, risedronate & etidronateCalcium receptor agonist: CinacalcetCalcitoninSERMs: Tamoxifen, raloxifeneGallium nitrateRANKL inhibitors: DonesumabTeriparatideCalciumCalcitriolFluorideStrontium ranelate",Pharmacology,
a4260f2f-ca39-4778-90a9-87064c39a11c,"In Mount and Hume classification, what will be the site size of the following lesion?",2.1,2.2,3.1,3.2,C,single,MOUNT AND HUME CLASSIFICATION 1998,Dental,
19afce3e-10f9-4d17-95ad-58e6de9f4ca2,Mandibular molars show how many patterns of Accessory Canals,1,2,3,4,C,single,,Dental,
ca49d5c3-9678-4b4f-b10d-4021802c636d,"In penicillin allergy, penicillin acts as a:",Hapten,Carrier,Super antigen,Toxin,A,multi,,Microbiology,
aafbe728-ff78-47ec-8edc-e47e320fc1ba,Potential generated due to movement of freely diffusible ions across a semi-permeable membrane is calculated using:,Nemst equation,Gibbs equation,Goldman-Hodgkin-Katz equation,Fick principle,A,single,"Ans: A. Nemst equation(Ref Ganong 25/e9, p24/e Guyton 13ze p61).Nernst equation:Calculates potential generated due to movement of freely diffusible ions across a semi-permeable membrane.Describes ""relation of diffusion potential to ion concentration difference across a membrane"".",Physiology,
58be1fdb-ba8a-47c2-9e2e-b5433bba6128,Mental foramen is located:,Between roots of premolars,Between roots of molars,Near canine,Between Incisors,A,single,,Anatomy,
6c1d34b8-cd40-4ca9-8d17-c64a1fde6a83,Not a feature of infective endocarditis:,Myocardial abscess.,Vegetation along cusps.,Thrombus in left atria.,Perforation of cusp.,C,single,,Medicine,
e34449dd-8f30-4260-8771-5d70d578a83c,"A 26 years old female presented with mild pain in lower abdomen. She has had 2 full-term normal delivery earlier. Her last menstrual period was 3 weeks back. On pelvic examination, you find a palpable mass in the adnexa. On USG pelvis, you find a 5 cm ovarian cyst. What should be your next step?",Observation and follow-up for cyst after 2-3 months,CA-125 levels,Diagnostic exploratory laparotomy,CECT of pelvis,A,multi,"Ans: A. Observation and follow-up for cyst after 2-3 months(Ref: Shaw's 15/e p369)The patient is premenopausal, 3 weeks after LMP (likely to have ovulated) with a 5 cm cyst.The scenario presented here likely represents the patient having a corpus luteum cyst.These cysts need not be approached aggressively unless causing significant symptoms.",Gynaecology & Obstetrics,
639123bc-8fe4-40b6-966d-a564fb9c9dd7,"In lead poisoning, there is an inhibition of some of the enzymes of the heme biosynthetic pathway. This is reflected by the accumulation of what substance in blood?",Uroporphyrinogen III,Ferrochelatase,Porphob I inogen,Delta amino levulinic acid,D,single,Ans: D. Delta amino levulinic acid(Ref: Harper 30/e n329)Lead poisoning:Affect heme metabolism by combining with SH groups in ferrochelatase & ALA (delta-amino levulinic acid) dehydratase enzymes.Elevated protoporphyrin levels - Found in RBC's.Elevated ALA & coproporphyrin levels - Found in urine.,Biochemistry,
