,index,questionID,originalQuestionID,answerKey,examName,question,stem,A,B,C,D,full_question,full_question_test,res_finetuned
403,403,Mercury_406546,406546,B,Mercury,A plant that has traits identical to the parent plant provides evidence that the plant (A) resulted from sexual reproduction. (B) resulted from asexual reproduction. (C) will develop many seeds. (D) will have large leaves.,A plant that has traits identical to the parent plant provides evidence that the plant , resulted from sexual reproduction. , resulted from asexual reproduction. , will develop many seeds. , will have large leaves.,,"Question: A plant that has traits identical to the parent plant provides evidence that the plant  (A)  resulted from sexual reproduction.  (B)  resulted from asexual reproduction.  (C)  will develop many seeds.  (D)  will have large leaves.. 
The correct response is: "," (B)  resulted from asexual reproduction 
The plant has identical traits to the parent plant, indicating that it has"
404,404,TIMSS_2007_4_pg34,pg34,D,TIMSS,"Katie has a mixture of iron filings and sand. She wants to separate them. How can she do this? (A) Shake the mixture, and the iron filings will rise to the surface. (B) Add water to the mixture, and the sand will dissolve in the water. (C) Put the mixture through a sieve, and the sand will remain in the sieve. (D) Pass a magnet over the mixture, and the magnet will attract the iron fillings.",Katie has a mixture of iron filings and sand. She wants to separate them. How can she do this? ," Shake the mixture, and the iron filings will rise to the surface. "," Add water to the mixture, and the sand will dissolve in the water. "," Put the mixture through a sieve, and the sand will remain in the sieve. "," Pass a magnet over the mixture, and the magnet will attract the iron fillings.",,"Question: Katie has a mixture of iron filings and sand. She wants to separate them. How can she do this?  (A)  Shake the mixture, and the iron filings will rise to the surface.  (B)  Add water to the mixture, and the sand will dissolve in the water.  (C)  Put the mixture through a sieve, and the sand will remain in the sieve.  (D)  Pass a magnet over the mixture, and the magnet will attract the iron fillings.. 
The correct response is: ", (
405,405,Mercury_SC_402983,402983,A,Mercury,What is the first thing a student should do before starting an experiment? (A) read all the directions (B) find a lab partner (C) make notes about observations (D) write a report on the investigation,What is the first thing a student should do before starting an experiment? , read all the directions , find a lab partner , make notes about observations , write a report on the investigation,,"Question: What is the first thing a student should do before starting an experiment?  (A)  read all the directions  (B)  find a lab partner  (C)  make notes about observations  (D)  write a report on the investigation. 
The correct response is: "," (A)  read all the directions  
The student should read all the directions before starting an experiment to ensure they understand what is required of them and to avoid any potential"
406,406,OHAT_2010_8_24,24,B,Ohio Achievement Tests,Fungi recycle leaves in forests. Fungi release chemicals onto the leaves to break them down into smaller particles. The fungi use the small particles for growth. Which process allows fungi to obtain the nutrients they need from dead leaves? (A) circulation (B) digestion (C) reproduction (D) respiration,Fungi recycle leaves in forests. Fungi release chemicals onto the leaves to break them down into smaller particles. The fungi use the small particles for growth. Which process allows fungi to obtain the nutrients they need from dead leaves? , circulation , digestion , reproduction , respiration,,"Question: Fungi recycle leaves in forests. Fungi release chemicals onto the leaves to break them down into smaller particles. The fungi use the small particles for growth. Which process allows fungi to obtain the nutrients they need from dead leaves?  (A)  circulation  (B)  digestion  (C)  reproduction  (D)  respiration. 
The correct response is: ", (B)  digestion
407,407,MSA_2012_5_1,1,B,MSA,A student measured how quickly a car rolled down a hill. Which tool should the student have used to measure how quickly the car rolled down the hill? (A) a hand lens (B) a stopwatch (C) a thermometer (D) a centimeter ruler,A student measured how quickly a car rolled down a hill. Which tool should the student have used to measure how quickly the car rolled down the hill? , a hand lens , a stopwatch , a thermometer , a centimeter ruler,,"Question: A student measured how quickly a car rolled down a hill. Which tool should the student have used to measure how quickly the car rolled down the hill?  (A)  a hand lens  (B)  a stopwatch  (C)  a thermometer  (D)  a centimeter ruler. 
The correct response is: "," (B)  a stopwatch  
The student should have used: A stopwatch is used to measure"
408,408,Mercury_7013458,7013458,D,Mercury,"During its lifetime, a star will evolve through several stages. In which stage does a star spend most of its life? (A) red giant (B) red dwarf (C) white dwarf (D) main sequence","During its lifetime, a star will evolve through several stages. In which stage does a star spend most of its life? ", red giant , red dwarf , white dwarf , main sequence,,"Question: During its lifetime, a star will evolve through several stages. In which stage does a star spend most of its life?  (A)  red giant  (B)  red dwarf  (C)  white dwarf  (D)  main sequence. 
The correct response is: "," (D)  main sequence 
The star spends most of its life in the main sequence stage 
This is the longest stage of a star"
409,409,VASoL_2009_5_17,17,C,Virginia Standards of Learning - Science,"In winter, the arctic fox has white fur. In summer, its fur changes color to brown and gray. The change in fur color helps the arctic fox to ___. (A) run (B) mate (C) hide (D) hibernate","In winter, the arctic fox has white fur. In summer, its fur changes color to brown and gray. The change in fur color helps the arctic fox to ___. ", run , mate , hide , hibernate,,"Question: In winter, the arctic fox has white fur. In summer, its fur changes color to brown and gray. The change in fur color helps the arctic fox to ___.  (A)  run  (B)  mate  (C)  hide  (D)  hibernate. 
The correct response is: "," (C)  hide 
The arctic fox changes its fur color to blend in with its surroundings,"
410,410,Mercury_SC_401163,401163,C,Mercury,A scientist trying to identify an unknown liquid may heat the liquid. Which would be the best reason for the scientist to heat the liquid? (A) to observe a color change (B) to get rid of most impurities (C) to identify the boiling point (D) to collect gases for additional study,A scientist trying to identify an unknown liquid may heat the liquid. Which would be the best reason for the scientist to heat the liquid? , to observe a color change , to get rid of most impurities , to identify the boiling point , to collect gases for additional study,,"Question: A scientist trying to identify an unknown liquid may heat the liquid. Which would be the best reason for the scientist to heat the liquid?  (A)  to observe a color change  (B)  to get rid of most impurities  (C)  to identify the boiling point  (D)  to collect gases for additional study. 
The correct response is: "," (A)  to observe a color change  
The"
411,411,Mercury_407259,407259,B,Mercury,Which action results in a chemical change? (A) apples being cut into slices (B) wood burning in a fireplace (C) wet clothes drying on a clothesline (D) snow being shoveled off of a sidewalk,Which action results in a chemical change? , apples being cut into slices , wood burning in a fireplace , wet clothes drying on a clothesline , snow being shoveled off of a sidewalk,,"Question: Which action results in a chemical change?  (A)  apples being cut into slices  (B)  wood burning in a fireplace  (C)  wet clothes drying on a clothesline  (D)  snow being shoveled off of a sidewalk. 
The correct response is: "," (B)  wood burning in a fireplace  
The burning of the wood is a chemical change because it involves a chemical reaction,"
412,412,ACTAAP_2014_7_10,10,B,ACTAAP,Which gas is the most abundant in Earth's atmosphere? (A) oxygen (B) nitrogen (C) water vapor (D) carbon dioxide,Which gas is the most abundant in Earth's atmosphere? , oxygen , nitrogen , water vapor , carbon dioxide,,"Question: Which gas is the most abundant in Earth's atmosphere?  (A)  oxygen  (B)  nitrogen  (C)  water vapor  (D)  carbon dioxide. 
The correct response is: "," (B)  nitrogen 
The atmosphere of Earth contains about 78% nitrogen 
The atmosphere of Earth contains about 21% oxygen 
The atmosphere of Earth contains"
413,413,Mercury_7128853,7128853,A,Mercury,"As the loudness of a sound wave increases, which will also increase? (A) amplitude (B) frequency (C) velocity (D) wavelength","As the loudness of a sound wave increases, which will also increase? ", amplitude , frequency , velocity , wavelength,,"Question: As the loudness of a sound wave increases, which will also increase?  (A)  amplitude  (B)  frequency  (C)  velocity  (D)  wavelength. 
The correct response is: "," (A)  amplitude  
The loudness of a sound wave is measured in decibels (dB) and is directly proportional to the amplitude of the sound wave. 
The other options are incorrect because:"
414,414,Mercury_7184748,7184748,D,Mercury,"Scientists have discovered that there has been a reduction in the butterfly population in an ecosystem. After much research, they have identified that the carrying capacity for butterflies has been decreased. If the scientists want to increase the butterfly population, which action should they recommend? (A) removing primary producers (B) spraying of insecticides (C) increasing runoff (D) planting flowers","Scientists have discovered that there has been a reduction in the butterfly population in an ecosystem. After much research, they have identified that the carrying capacity for butterflies has been decreased. If the scientists want to increase the butterfly population, which action should they recommend? ", removing primary producers , spraying of insecticides , increasing runoff , planting flowers,,"Question: Scientists have discovered that there has been a reduction in the butterfly population in an ecosystem. After much research, they have identified that the carrying capacity for butterflies has been decreased. If the scientists want to increase the butterfly population, which action should they recommend?  (A)  removing primary producers  (B)  spraying of insecticides  (C)  increasing runoff  (D)  planting flowers. 
The correct response is: ", (
415,415,Mercury_7043873,7043873,B,Mercury,What happens to a moist air mass as it moves upward in the atmosphere? (A) It becomes warmer and forms clouds. (B) It becomes cooler and forms clouds. (C) Its temperature remains the same. (D) Its temperature varies greatly.,What happens to a moist air mass as it moves upward in the atmosphere? , It becomes warmer and forms clouds. , It becomes cooler and forms clouds. , Its temperature remains the same. , Its temperature varies greatly.,,"Question: What happens to a moist air mass as it moves upward in the atmosphere?  (A)  It becomes warmer and forms clouds.  (B)  It becomes cooler and forms clouds.  (C)  Its temperature remains the same.  (D)  Its temperature varies greatly.. 
The correct response is: "," (B)  It becomes cooler and forms clouds 
The moist air mass will become cooler as it"
416,416,Mercury_SC_LBS10949,LBS10949,C,Mercury,A warm-blooded organism that nurses its young would be called (A) a bird. (B) an insect. (C) a mammal. (D) a reptile.,A warm-blooded organism that nurses its young would be called , a bird. , an insect. , a mammal. , a reptile.,,"Question: A warm-blooded organism that nurses its young would be called  (A)  a bird.  (B)  an insect.  (C)  a mammal.  (D)  a reptile.. 
The correct response is: "," (C)  a mammal 
The other options are: (A)  a bird.  (B)  an insect.  (D)  a re"
417,417,Mercury_SC_405219,405219,D,Mercury,Refrigerators were invented to keep food cold. This is helpful in (A) growing food. (B) cleaning food. (C) keeping food dry. (D) keeping food fresh.,Refrigerators were invented to keep food cold. This is helpful in , growing food. , cleaning food. , keeping food dry. , keeping food fresh.,,"Question: Refrigerators were invented to keep food cold. This is helpful in  (A)  growing food.  (B)  cleaning food.  (C)  keeping food dry.  (D)  keeping food fresh.. 
The correct response is: "," (D)  keeping food fresh. 
The correct response is: (D) keeping food fresh 
The correct response is: (D) keeping food fresh 
The correct"
418,418,Mercury_7120820,7120820,C,Mercury,A change in the position of an object as time changes best describes (A) direction. (B) waves. (C) motion. (D) frequency.,A change in the position of an object as time changes best describes , direction. , waves. , motion. , frequency.,,"Question: A change in the position of an object as time changes best describes  (A)  direction.  (B)  waves.  (C)  motion.  (D)  frequency.. 
The correct response is: "," (C)  motion. 
The other options are correct as well:  (A)  direction.  (B)  waves.  (D)  frequency. 
The correct response is:  (C)"
419,419,Mercury_SC_401269,401269,B,Mercury,Part of a scientific method involves collecting data in order to (A) change a theory. (B) test a hypothesis. (C) write a procedure. (D) make an observation.,Part of a scientific method involves collecting data in order to , change a theory. , test a hypothesis. , write a procedure. , make an observation.,,"Question: Part of a scientific method involves collecting data in order to  (A)  change a theory.  (B)  test a hypothesis.  (C)  write a procedure.  (D)  make an observation.. 
The correct response is: "," (B)  test a hypothesis 
The scientific method involves a series of steps, and one of those steps is to collect data in order to test a hypothesis 
The correct response is: ("
420,420,MCAS_2010_8_12008,12008,B,MCAS,What is the smallest unit of a chemical compound that still has the properties of that compound? (A) a nucleus (B) a molecule (C) an element (D) an atom,What is the smallest unit of a chemical compound that still has the properties of that compound? , a nucleus , a molecule , an element , an atom,,"Question: What is the smallest unit of a chemical compound that still has the properties of that compound?  (A)  a nucleus  (B)  a molecule  (C)  an element  (D)  an atom. 
The correct response is: "," (B)  a molecule  
The smallest unit of a chemical compound that still has the properties of that compound is a molecule 
The other"
421,421,MSA_2012_8_36,36,C,MSA,"The human body is composed of different systems made of specialized cells, tissues, and organs. Each of these structures has a specific function that aids in the survival of the human species. What is the primary function of the excretory system? (A) to digest food (B) to help in defense (C) to eliminate waste (D) to enable movement","The human body is composed of different systems made of specialized cells, tissues, and organs. Each of these structures has a specific function that aids in the survival of the human species. What is the primary function of the excretory system? ", to digest food , to help in defense , to eliminate waste , to enable movement,,"Question: The human body is composed of different systems made of specialized cells, tissues, and organs. Each of these structures has a specific function that aids in the survival of the human species. What is the primary function of the excretory system?  (A)  to digest food  (B)  to help in defense  (C)  to eliminate waste  (D)  to enable movement. 
The correct response is: ", (
422,422,Mercury_SC_403011,403011,D,Mercury,"In the water cycle, where does water go after reaching the ocean? (A) The water flows into a river. (B) The water falls from the clouds. (C) The water sinks to the ocean floor. (D) The water changes into water vapor.","In the water cycle, where does water go after reaching the ocean? ", The water flows into a river. , The water falls from the clouds. , The water sinks to the ocean floor. , The water changes into water vapor.,,"Question: In the water cycle, where does water go after reaching the ocean?  (A)  The water flows into a river.  (B)  The water falls from the clouds.  (C)  The water sinks to the ocean floor.  (D)  The water changes into water vapor.. 
The correct response is: "," (D)  The water changes into water vapor. 
The water cycle involves a continuous process of condens"
423,423,Mercury_184380,184380,A,Mercury,Which group of organisms is most responsible for changing the composition of Earth's early atmosphere? (A) algae (B) fungi (C) reptiles (D) angiosperms,Which group of organisms is most responsible for changing the composition of Earth's early atmosphere? , algae , fungi , reptiles , angiosperms,,"Question: Which group of organisms is most responsible for changing the composition of Earth's early atmosphere?  (A)  algae  (B)  fungi  (C)  reptiles  (D)  angiosperms. 
The correct response is: "," (D)  angiosperms 
The atmosphere of the Earth has been changed the most by  (A)  algae  (B)  fungi  (C"
424,424,Mercury_LBS10577,LBS10577,B,Mercury,"The ounce, the pound, and the ton are units of (A) time. (B) weight. (C) length. (D) distance.","The ounce, the pound, and the ton are units of ", time. , weight. , length. , distance.,,"Question: The ounce, the pound, and the ton are units of  (A)  time.  (B)  weight.  (C)  length.  (D)  distance.. 
The correct response is: "," (B)  weight 
The ton is defined as 1000 pounds, so if a person weighs 100 pounds, then they weigh  (A) 100 pounds (B"
425,425,Mercury_410593,410593,C,Mercury,"The structures in the bodies of many organisms have levels of organization that help the body to carry out life processes. Which list correctly shows how these levels are organized from the simplest to the most complex? (A) tissue, cell, organ, organ system (B) organ, cell, organ system, tissue (C) cell, tissue, organ, organ system (D) organ system, tissue, organ, cell",The structures in the bodies of many organisms have levels of organization that help the body to carry out life processes. Which list correctly shows how these levels are organized from the simplest to the most complex? ," tissue, cell, organ, organ system "," organ, cell, organ system, tissue "," cell, tissue, organ, organ system "," organ system, tissue, organ, cell",,"Question: The structures in the bodies of many organisms have levels of organization that help the body to carry out life processes. Which list correctly shows how these levels are organized from the simplest to the most complex?  (A)  tissue, cell, organ, organ system  (B)  organ, cell, organ system, tissue  (C)  cell, tissue, organ, organ system  (D)  organ system, tissue, organ, cell. 
The correct response is: ", (
426,426,MEA_2010_8_2,2,D,MEA,"According to scientists, donkeys and horses share a common ancestor. Which evidence shows that the two organisms are related? (A) Both are tall. (B) Both run fast. (C) They have the same diet. (D) They have the same bones in their limbs.","According to scientists, donkeys and horses share a common ancestor. Which evidence shows that the two organisms are related? ", Both are tall. , Both run fast. , They have the same diet. , They have the same bones in their limbs.,,"Question: According to scientists, donkeys and horses share a common ancestor. Which evidence shows that the two organisms are related?  (A)  Both are tall.  (B)  Both run fast.  (C)  They have the same diet.  (D)  They have the same bones in their limbs.. 
The correct response is: "," (D)  They have the same bones in their limbs. 
"
427,427,Mercury_7042543,7042543,B,Mercury,Astronomers have found low-energy background radiation in every part of the sky that they have studied. This radiation is taken as evidence of energy remaining from which event? (A) supernovas (B) the big bang (C) collisions of galaxies (D) modern decay of unstable atoms,Astronomers have found low-energy background radiation in every part of the sky that they have studied. This radiation is taken as evidence of energy remaining from which event? , supernovas , the big bang , collisions of galaxies , modern decay of unstable atoms,,"Question: Astronomers have found low-energy background radiation in every part of the sky that they have studied. This radiation is taken as evidence of energy remaining from which event?  (A)  supernovas  (B)  the big bang  (C)  collisions of galaxies  (D)  modern decay of unstable atoms. 
The correct response is: "," (B)  the big bang  
The low-energy background radiation is"
428,428,Mercury_SC_410835,410835,C,Mercury,Mrs. Garry's class wants to know if their area has more acid rain than other parts of the state. Which would be the best way for them to begin research? (A) contact other schools within the state (B) study science textbooks in the library (C) look for current acid rain studies on the Internet (D) examine soil samples taken at different locations,Mrs. Garry's class wants to know if their area has more acid rain than other parts of the state. Which would be the best way for them to begin research? , contact other schools within the state , study science textbooks in the library , look for current acid rain studies on the Internet , examine soil samples taken at different locations,,"Question: Mrs. Garry's class wants to know if their area has more acid rain than other parts of the state. Which would be the best way for them to begin research?  (A)  contact other schools within the state  (B)  study science textbooks in the library  (C)  look for current acid rain studies on the Internet  (D)  examine soil samples taken at different locations. 
The correct response is: ", (D)
429,429,MDSA_2011_8_39,39,A,Maryland School Assessment,A light bulb transforms electrical energy into light energy. A light bulb also transforms electrical energy into (A) heat energy (B) potential energy (C) magnetic energy (D) mechanical energy,A light bulb transforms electrical energy into light energy. A light bulb also transforms electrical energy into , heat energy , potential energy , magnetic energy , mechanical energy,,"Question: A light bulb transforms electrical energy into light energy. A light bulb also transforms electrical energy into  (A)  heat energy  (B)  potential energy  (C)  magnetic energy  (D)  mechanical energy. 
The correct response is: "," (A)  heat energy  
The correct response is:  (A)  heat energy 
The correct response is:  (A)  heat energy "
430,430,Mercury_SC_415071,415071,B,Mercury,Screech owls nest in holes in trees. They eat mice and crickets. Where would a screech owl most likely live? (A) a beach (B) a forest (C) a desert (D) a rainforest,Screech owls nest in holes in trees. They eat mice and crickets. Where would a screech owl most likely live? , a beach , a forest , a desert , a rainforest,,"Question: Screech owls nest in holes in trees. They eat mice and crickets. Where would a screech owl most likely live?  (A)  a beach  (B)  a forest  (C)  a desert  (D)  a rainforest. 
The correct response is: "," (B)  a forest  
The correct response is:  (B)  a forest 
The correct response"
431,431,ACTAAP_2012_7_14,14,A,ACTAAP,Which layer of the atmosphere contains about 75% of the gasses and almost all of the water vapor? (A) troposphere (B) stratosphere (C) mesosphere (D) thermosphere,Which layer of the atmosphere contains about 75% of the gasses and almost all of the water vapor? , troposphere , stratosphere , mesosphere , thermosphere,,"Question: Which layer of the atmosphere contains about 75% of the gasses and almost all of the water vapor?  (A)  troposphere  (B)  stratosphere  (C)  mesosphere  (D)  thermosphere. 
The correct response is: "," (A)  troposphere  
The troposphere contains about 75% of the gasses and almost all of the water"
432,432,VASoL_2008_5_40,40,A,Virginia Standards of Learning - Science,A wild turkey's forest community includes (A) insects (B) rainfall (C) soil (D) wind,A wild turkey's forest community includes , insects , rainfall , soil , wind,,"Question: A wild turkey's forest community includes  (A)  insects  (B)  rainfall  (C)  soil  (D)  wind. 
The correct response is: "," (A)  insects 
The turkey will hunt for food and will likely eat  (A)  insects 
The correct response is:  (A)  insects 
The turkey will hunt for food and"
433,433,NYSEDREGENTS_2012_4_21,21,C,NYSEDREGENTS,"Which three things do animals need from their environment in order to survive? (A) soil, water, and food (B) soil, light, and water (C) air, food, and water (D) air, water, and light",Which three things do animals need from their environment in order to survive? ," soil, water, and food "," soil, light, and water "," air, food, and water "," air, water, and light",,"Question: Which three things do animals need from their environment in order to survive?  (A)  soil, water, and food  (B)  soil, light, and water  (C)  air, food, and water  (D)  air, water, and light. 
The correct response is: "," (C)  air, food, and water  
The correct response is:  (D)  air, water, and light"
434,434,NYSEDREGENTS_2015_4_10,10,C,NYSEDREGENTS,"A student pours water into a cup and places the cup in a freezer. After many hours, the water will change from (A) solid to gas (B) solid to liquid (C) liquid to solid (D) liquid to gas","A student pours water into a cup and places the cup in a freezer. After many hours, the water will change from ", solid to gas , solid to liquid , liquid to solid , liquid to gas,,"Question: A student pours water into a cup and places the cup in a freezer. After many hours, the water will change from  (A)  solid to gas  (B)  solid to liquid  (C)  liquid to solid  (D)  liquid to gas. 
The correct response is: "," (C)  liquid to solid  
The student pours water into a cup and places the cup in a freezer. After many hours"
435,435,Mercury_416539,416539,A,Mercury,The empty spaces in a material are called pores. Porosity is the amount of empty space within a material. Permeability describes how well the pores in a material are connected. Which of these materials would make the most effective aquifer? (A) a material that has high porosity and high permeability (B) a material that has high porosity and low permeability (C) a material that has low porosity and high permeability (D) a material that has low porosity and low permeability,The empty spaces in a material are called pores. Porosity is the amount of empty space within a material. Permeability describes how well the pores in a material are connected. Which of these materials would make the most effective aquifer? , a material that has high porosity and high permeability , a material that has high porosity and low permeability , a material that has low porosity and high permeability , a material that has low porosity and low permeability,,"Question: The empty spaces in a material are called pores. Porosity is the amount of empty space within a material. Permeability describes how well the pores in a material are connected. Which of these materials would make the most effective aquifer?  (A)  a material that has high porosity and high permeability  (B)  a material that has high porosity and low permeability  (C)  a material that has low porosity and high permeability  (D)  a material that has low porosity and low permeability. 
The correct response is: ", (
436,436,Mercury_7239698,7239698,C,Mercury,"Research has shown that specialization of stem cells into specific cell types results, in part, from cell shape. What provides a specialized cell with its shape? (A) number of mitochondria (B) presence of a nucleus (C) structure of the cytoskeleton (D) salt concentration of cytoplasm","Research has shown that specialization of stem cells into specific cell types results, in part, from cell shape. What provides a specialized cell with its shape? ", number of mitochondria , presence of a nucleus , structure of the cytoskeleton , salt concentration of cytoplasm,,"Question: Research has shown that specialization of stem cells into specific cell types results, in part, from cell shape. What provides a specialized cell with its shape?  (A)  number of mitochondria  (B)  presence of a nucleus  (C)  structure of the cytoskeleton  (D)  salt concentration of cytoplasm. 
The correct response is: ", (C)  structure of the cytos
437,437,Mercury_7015680,7015680,C,Mercury,What are the characteristics of maritime polar air masses? (A) cool and dry (B) warm and dry (C) cool and humid (D) warm and humid,What are the characteristics of maritime polar air masses? , cool and dry , warm and dry , cool and humid , warm and humid,,"Question: What are the characteristics of maritime polar air masses?  (A)  cool and dry  (B)  warm and dry  (C)  cool and humid  (D)  warm and humid. 
The correct response is: "," (C)  cool and humid  
The correct response is:  (C)  cool and humid 
The correct response is:  (C)  cool and humid 
"
438,438,Mercury_7080465,7080465,A,Mercury,Which is a fact rather than an opinion about earthquakes? (A) Earthquakes occur along fault lines. (B) Earthquakes are worse than hurricanes. (C) Earthquakes are bad for all local businesses. (D) Earthquakes always cause major damage to homes.,Which is a fact rather than an opinion about earthquakes? , Earthquakes occur along fault lines. , Earthquakes are worse than hurricanes. , Earthquakes are bad for all local businesses. , Earthquakes always cause major damage to homes.,,"Question: Which is a fact rather than an opinion about earthquakes?  (A)  Earthquakes occur along fault lines.  (B)  Earthquakes are worse than hurricanes.  (C)  Earthquakes are bad for all local businesses.  (D)  Earthquakes always cause major damage to homes.. 
The correct response is: "," (A)  Earthquakes occur along fault lines. 
The correct"
439,439,Mercury_SC_401170,401170,A,Mercury,Which best describes the energy conversion by a household toaster? (A) electrical to heat (B) heat to chemical (C) electrical to chemical (D) heat to mechanical,Which best describes the energy conversion by a household toaster? , electrical to heat , heat to chemical , electrical to chemical , heat to mechanical,,"Question: Which best describes the energy conversion by a household toaster?  (A)  electrical to heat  (B)  heat to chemical  (C)  electrical to chemical  (D)  heat to mechanical. 
The correct response is: "," (A)  electrical to heat  
The toaster converts electricity to heat for the toast 
The correct response is:  (A)  electrical to heat 
The"
440,440,Mercury_SC_413002,413002,A,Mercury,Seismometers measure quick changes that happen in the crust of our planet. Which of the following is a seismometer used to measure? (A) earthquake (B) erosion (C) flooding (D) weathering,Seismometers measure quick changes that happen in the crust of our planet. Which of the following is a seismometer used to measure? , earthquake , erosion , flooding , weathering,,"Question: Seismometers measure quick changes that happen in the crust of our planet. Which of the following is a seismometer used to measure?  (A)  earthquake  (B)  erosion  (C)  flooding  (D)  weathering. 
The correct response is: "," (A)  earthquake  
The correct response is: 4 
The correct response is: All of the options"
441,441,Mercury_7103320,7103320,C,Mercury,High average daily temperature and heavy annual precipitation are found in a (A) desert. (B) grassland. (C) rainforest. (D) tundra.,High average daily temperature and heavy annual precipitation are found in a , desert. , grassland. , rainforest. , tundra.,,"Question: High average daily temperature and heavy annual precipitation are found in a  (A)  desert.  (B)  grassland.  (C)  rainforest.  (D)  tundra.. 
The correct response is: "," (C)  rainforest 
The other options are: (A)  desert.  (B)  grassland.  (D)  tundra. 
The correct response is"
442,442,Mercury_SC_413638,413638,A,Mercury,Which two things are produced when a plant breaks down sugar to release energy? (A) carbon dioxide and water (B) oxygen and carbon dioxide (C) carbon dioxide and food (D) oxygen and food,Which two things are produced when a plant breaks down sugar to release energy? , carbon dioxide and water , oxygen and carbon dioxide , carbon dioxide and food , oxygen and food,,"Question: Which two things are produced when a plant breaks down sugar to release energy?  (A)  carbon dioxide and water  (B)  oxygen and carbon dioxide  (C)  carbon dioxide and food  (D)  oxygen and food. 
The correct response is: "," (D)  oxygen and food 
The process is called:  photosynthesis 
The byproduct is:  carbon diox"
443,443,Mercury_7223265,7223265,D,Mercury,Which statement best describes the molecules in a sample of water that was heated from a liquid to a gas? (A) The average size of the molecules decreased. (B) The average size of the molecules increased. (C) The average kinetic energy of the molecules decreased. (D) The average kinetic energy of the molecules increased.,Which statement best describes the molecules in a sample of water that was heated from a liquid to a gas? , The average size of the molecules decreased. , The average size of the molecules increased. , The average kinetic energy of the molecules decreased. , The average kinetic energy of the molecules increased.,,"Question: Which statement best describes the molecules in a sample of water that was heated from a liquid to a gas?  (A)  The average size of the molecules decreased.  (B)  The average size of the molecules increased.  (C)  The average kinetic energy of the molecules decreased.  (D)  The average kinetic energy of the molecules increased.. 
The correct response is: ", (B) 
444,444,Mercury_7083738,7083738,A,Mercury,"If it is determined that the particles in one solid are arranged in a repeating pattern and the particles in another solid are arranged randomly, what must be true about the solids? (A) They are different substances. (B) They have the same weight. (C) They have the same densities. (D) They are different mixtures.","If it is determined that the particles in one solid are arranged in a repeating pattern and the particles in another solid are arranged randomly, what must be true about the solids? ", They are different substances. , They have the same weight. , They have the same densities. , They are different mixtures.,,"Question: If it is determined that the particles in one solid are arranged in a repeating pattern and the particles in another solid are arranged randomly, what must be true about the solids?  (A)  They are different substances.  (B)  They have the same weight.  (C)  They have the same densities.  (D)  They are different mixtures.. 
The correct response is: ", (A)  They are different subst
445,445,AKDE&ED_2008_4_39,39,D,Alaska Dept. of Education & Early Development,"A glass of ice water is placed on a table. After 10 minutes, there are drops of water on the outside surface of the glass. Which change in phase caused the drops of water? (A) Liquid water in the air evaporated into a gas. (B) Liquid water in the air condensed into a solid. (C) Water vapor from the air evaporated into a liquid. (D) Water vapor from the air condensed into a liquid.","A glass of ice water is placed on a table. After 10 minutes, there are drops of water on the outside surface of the glass. Which change in phase caused the drops of water? ", Liquid water in the air evaporated into a gas. , Liquid water in the air condensed into a solid. , Water vapor from the air evaporated into a liquid. , Water vapor from the air condensed into a liquid.,,"Question: A glass of ice water is placed on a table. After 10 minutes, there are drops of water on the outside surface of the glass. Which change in phase caused the drops of water?  (A)  Liquid water in the air evaporated into a gas.  (B)  Liquid water in the air condensed into a solid.  (C)  Water vapor from the air evaporated into a liquid.  (D)  Water vapor from the air condensed into a liquid.. 
The correct response is: ", (
446,446,Mercury_SC_407405,407405,D,Mercury,A hiker wants to know if air is warmer in a forest than in the nearby farm field. Which activity would best help the hiker find out which area is warmer? (A) reading a book about farm fields (B) making a weather prediction for the forests (C) measuring the wind speed at both locations (D) recording the temperatures at both locations,A hiker wants to know if air is warmer in a forest than in the nearby farm field. Which activity would best help the hiker find out which area is warmer? , reading a book about farm fields , making a weather prediction for the forests , measuring the wind speed at both locations , recording the temperatures at both locations,,"Question: A hiker wants to know if air is warmer in a forest than in the nearby farm field. Which activity would best help the hiker find out which area is warmer?  (A)  reading a book about farm fields  (B)  making a weather prediction for the forests  (C)  measuring the wind speed at both locations  (D)  recording the temperatures at both locations. 
The correct response is: ", (D
447,447,MDSA_2007_8_60,60,D,Maryland School Assessment,A puppy has traits from its mother and its father. Which of these structures provides genetic information from the father to the puppy? (A) a muscle cell (B) a nerve cell (C) a blood cell (D) a sperm cell,A puppy has traits from its mother and its father. Which of these structures provides genetic information from the father to the puppy? , a muscle cell , a nerve cell , a blood cell , a sperm cell,,"Question: A puppy has traits from its mother and its father. Which of these structures provides genetic information from the father to the puppy?  (A)  a muscle cell  (B)  a nerve cell  (C)  a blood cell  (D)  a sperm cell. 
The correct response is: "," (D)  a sperm cell 
The father's genetic information is passed down to the puppy"
448,448,MCAS_2006_5_1,1,A,MCAS,"In the water cycle, rain, snow, or sleet falling to the ground is a form of (A) precipitation. (B) condensation. (C) evaporation. (D) transpiration.","In the water cycle, rain, snow, or sleet falling to the ground is a form of ", precipitation. , condensation. , evaporation. , transpiration.,,"Question: In the water cycle, rain, snow, or sleet falling to the ground is a form of  (A)  precipitation.  (B)  condensation.  (C)  evaporation.  (D)  transpiration.. 
The correct response is: "," (A)  precipitation 
The other options are: (B)  condensation. (C)  evaporation. (D)  trans"
