,index,questionID,originalQuestionID,answerKey,examName,question,stem,A,B,C,D,full_question,full_question_test,res_finetuned
387,387,Mercury_7026618,7026618,A,Mercury,The amount of elements heavier than hydrogen is constantly increasing in the universe. Which best identifies the bodies in which this change is taking place? (A) stars (B) planets (C) galaxies (D) solar systems,The amount of elements heavier than hydrogen is constantly increasing in the universe. Which best identifies the bodies in which this change is taking place? , stars , planets , galaxies , solar systems,,"### The amount of elements heavier than hydrogen is constantly increasing in the universe. Which best identifies the bodies in which this change is taking place?  (A)  stars  (B)  planets  (C)  galaxies  (D)  solar systems 
 ### ","
 ### (B)  planets 

 ### (B)  planets 

 ### (B)  planets 

 ### (B)  planets"
388,388,Mercury_417466,417466,A,Mercury,Which statement best explains why photosynthesis is the foundation of most food webs? (A) Sunlight is the source of energy for nearly all ecosystems. (B) Most ecosystems are found on land instead of in water. (C) Carbon dioxide is more available than other gases. (D) The producers in all ecosystems are plants.,Which statement best explains why photosynthesis is the foundation of most food webs? , Sunlight is the source of energy for nearly all ecosystems. , Most ecosystems are found on land instead of in water. , Carbon dioxide is more available than other gases. , The producers in all ecosystems are plants.,,"### Which statement best explains why photosynthesis is the foundation of most food webs?  (A)  Sunlight is the source of energy for nearly all ecosystems.  (B)  Most ecosystems are found on land instead of in water.  (C)  Carbon dioxide is more available than other gases.  (D)  The producers in all ecosystems are plants. 
 ### ","
(D"
389,389,Mercury_SC_408939,408939,C,Mercury,Juan noticed that sunny skies suddenly became stormy. Which most likely happened when the weather changed in this way? (A) Winds weakened. (B) Humidity decreased. (C) Air pressure dropped. (D) Temperatures increased.,Juan noticed that sunny skies suddenly became stormy. Which most likely happened when the weather changed in this way? , Winds weakened. , Humidity decreased. , Air pressure dropped. , Temperatures increased.,,"### Juan noticed that sunny skies suddenly became stormy. Which most likely happened when the weather changed in this way?  (A)  Winds weakened.  (B)  Humidity decreased.  (C)  Air pressure dropped.  (D)  Temperatures increased. 
 ### "," (D)  Temperatures increased. 

 ### (D)  Temperatures increased. 

 ### (D) "
390,390,VASoL_2007_3_18,18,C,Virginia Standards of Learning - Science,Which of these does the MOST harm to the air? (A) Chopping down trees with an ax in the backyard (B) Collecting fall leaves (C) Cutting grass with a gas-powered lawnmower (D) Picking colorful wildflowers along the highway,Which of these does the MOST harm to the air? , Chopping down trees with an ax in the backyard , Collecting fall leaves , Cutting grass with a gas-powered lawnmower , Picking colorful wildflowers along the highway,,"### Which of these does the MOST harm to the air?  (A)  Chopping down trees with an ax in the backyard  (B)  Collecting fall leaves  (C)  Cutting grass with a gas-powered lawnmower  (D)  Picking colorful wildflowers along the highway 
 ### "," (D)  Picking colorful wildflowers along the highway 
 ### (D)  Picking"
391,391,Mercury_SC_LBS10948,LBS10948,D,Mercury,What is one difference between birds and reptiles? (A) Birds lay eggs and reptiles do not. (B) Reptiles are meat-eaters and birds are not. (C) Birds breathe oxygen and reptiles do not. (D) Reptiles are cold-blooded and birds are not.,What is one difference between birds and reptiles? , Birds lay eggs and reptiles do not. , Reptiles are meat-eaters and birds are not. , Birds breathe oxygen and reptiles do not. , Reptiles are cold-blooded and birds are not.,,"### What is one difference between birds and reptiles?  (A)  Birds lay eggs and reptiles do not.  (B)  Reptiles are meat-eaters and birds are not.  (C)  Birds breathe oxygen and reptiles do not.  (D)  Reptiles are cold-blooded and birds are not. 
 ### ", (D)  Reptiles are cold-blooded
392,392,Mercury_7202125,7202125,C,Mercury,Scientists determined that cabbages grown using Fertilizer A grew bigger than cabbages grown using Fertilizer B or no fertilizer at all. The scientists repeated the investigation and produced the same results. Which best explains the purpose of repeating this investigation? (A) to ensure that the cabbages are safe for human consumption (B) to discover the scientific principle that causes the increased growth (C) to confirm that the observed differences were caused by the fertilizer (D) to determine the difference between the experimental and control groups,Scientists determined that cabbages grown using Fertilizer A grew bigger than cabbages grown using Fertilizer B or no fertilizer at all. The scientists repeated the investigation and produced the same results. Which best explains the purpose of repeating this investigation? , to ensure that the cabbages are safe for human consumption , to discover the scientific principle that causes the increased growth , to confirm that the observed differences were caused by the fertilizer , to determine the difference between the experimental and control groups,,"### Scientists determined that cabbages grown using Fertilizer A grew bigger than cabbages grown using Fertilizer B or no fertilizer at all. The scientists repeated the investigation and produced the same results. Which best explains the purpose of repeating this investigation?  (A)  to ensure that the cabbages are safe for human consumption  (B)  to discover the scientific principle that causes the increased growth  (C)  to confirm that the observed differences were caused by the fertilizer  (D)  to determine the difference between the experimental and control groups 
 ### ","
"
393,393,Mercury_SC_401629,401629,C,Mercury,Which tools are used to determine the boiling point of water? (A) hot plate and stopwatch (B) thermometer and balance (C) hot plate and thermometer (D) balance and graduated cylinder,Which tools are used to determine the boiling point of water? , hot plate and stopwatch , thermometer and balance , hot plate and thermometer , balance and graduated cylinder,,"### Which tools are used to determine the boiling point of water?  (A)  hot plate and stopwatch  (B)  thermometer and balance  (C)  hot plate and thermometer  (D)  balance and graduated cylinder 
 ### ","









































"
394,394,Mercury_7200200,7200200,C,Mercury,Elizabeth uses a specific type of whistle to call her dogs. The noise made by the whistle is heard by the dogs but cannot be heard by the human ear. Which statement best describes why humans cannot hear the sound made by the whistle? (A) The speed of the sound is too fast. (B) The amplitude of the sound is too low. (C) The frequency of the sound is too high. (D) The wavelength of the sound is too long.,Elizabeth uses a specific type of whistle to call her dogs. The noise made by the whistle is heard by the dogs but cannot be heard by the human ear. Which statement best describes why humans cannot hear the sound made by the whistle? , The speed of the sound is too fast. , The amplitude of the sound is too low. , The frequency of the sound is too high. , The wavelength of the sound is too long.,,"### Elizabeth uses a specific type of whistle to call her dogs. The noise made by the whistle is heard by the dogs but cannot be heard by the human ear. Which statement best describes why humans cannot hear the sound made by the whistle?  (A)  The speed of the sound is too fast.  (B)  The amplitude of the sound is too low.  (C)  The frequency of the sound is too high.  (D)  The wavelength of the sound is too long. 
 ### ", (
395,395,Mercury_7134803,7134803,C,Mercury,Computers have devices called heat sinks designed to lower the temperature of a computer by scattering produced heat into the surrounding area. Which type of energy is kept away from a computer by a heat sink? (A) electrical (B) chemical (C) thermal (D) nuclear,Computers have devices called heat sinks designed to lower the temperature of a computer by scattering produced heat into the surrounding area. Which type of energy is kept away from a computer by a heat sink? , electrical , chemical , thermal , nuclear,,"### Computers have devices called heat sinks designed to lower the temperature of a computer by scattering produced heat into the surrounding area. Which type of energy is kept away from a computer by a heat sink?  (A)  electrical  (B)  chemical  (C)  thermal  (D)  nuclear 
 ### "," chemical 

 ### (B)  chemical 

 ### (D)  nuclear 

 ### (D)  nuclear"
396,396,Mercury_SC_408362,408362,B,Mercury,Jessica wants to see cells in an oak tree leaf. Which tool is best for Jessica to use to see the cells? (A) binoculars (B) microscope (C) reading glasses (D) magnifying glass,Jessica wants to see cells in an oak tree leaf. Which tool is best for Jessica to use to see the cells? , binoculars , microscope , reading glasses , magnifying glass,,"### Jessica wants to see cells in an oak tree leaf. Which tool is best for Jessica to use to see the cells?  (A)  binoculars  (B)  microscope  (C)  reading glasses  (D)  magnifying glass 
 ### ","4. reading glasses 

 ### 4. reading glasses 

 ### 4. reading glasses 

 ### 4. reading glass"
397,397,Mercury_416378,416378,B,Mercury,"Coral reefs are found in shallow tropical ocean waters. A coral reef is a diverse ecosystem that is supported by the photosynthesis of marine plants and the algae that live within the tissues of the coral. Given this information, when would the waters in a coral reef likely have the highest dissolved oxygen concentration? (A) 7 a.m. (B) 2 p.m. (C) 9 p.m. (D) midnight","Coral reefs are found in shallow tropical ocean waters. A coral reef is a diverse ecosystem that is supported by the photosynthesis of marine plants and the algae that live within the tissues of the coral. Given this information, when would the waters in a coral reef likely have the highest dissolved oxygen concentration? ", 7 a.m. , 2 p.m. , 9 p.m. , midnight,,"### Coral reefs are found in shallow tropical ocean waters. A coral reef is a diverse ecosystem that is supported by the photosynthesis of marine plants and the algae that live within the tissues of the coral. Given this information, when would the waters in a coral reef likely have the highest dissolved oxygen concentration?  (A)  7 a.m.  (B)  2 p.m.  (C)  9 p.m.  (D)  midnight 
 ### ",7
398,398,NCEOGA_2013_8_36,36,D,North Carolina READY End-of-Grade Assessment,Where do plants get most of the energy they need to live and grow? (A) water (B) soil (C) air (D) sunlight,Where do plants get most of the energy they need to live and grow? , water , soil , air , sunlight,,"### Where do plants get most of the energy they need to live and grow?  (A)  water  (B)  soil  (C)  air  (D)  sunlight 
 ### "," water 

 ### (A)  water 

 ### (C)  air 

 ### (C)  air 

 ### (C)  air 

 ### (C)  air 


 ### (C)"
399,399,Mercury_SC_400115,400115,C,Mercury,Electrical energy is best described as (A) coming from the Sun. (B) attracting objects. (C) moving negative charges. (D) developing radiation.,Electrical energy is best described as , coming from the Sun. , attracting objects. , moving negative charges. , developing radiation.,,"### Electrical energy is best described as  (A)  coming from the Sun.  (B)  attracting objects.  (C)  moving negative charges.  (D)  developing radiation. 
 ### ","1. coming from the Sun. 

 ### 1. coming from the Sun. 

 ### 1. coming from the Sun. 

 ### 1. coming from the Sun. 

 ### 1. coming"
400,400,Mercury_7068600,7068600,B,Mercury,Which property of a mineral is most likely being tested when it is scratched with a nail? (A) color (B) hardness (C) cleavage (D) luster,Which property of a mineral is most likely being tested when it is scratched with a nail? , color , hardness , cleavage , luster,,"### Which property of a mineral is most likely being tested when it is scratched with a nail?  (A)  color  (B)  hardness  (C)  cleavage  (D)  luster 
 ### ","4. cleavage 

 ### 4. cleavage 

 ### 4. cleavage 

 ### 4. cleavage 

 ### 4. cleavage"
401,401,MCAS_2006_8_21,21,A,MCAS,Which of the following is the best example of a part of the propulsion system of a tractor? (A) engine (B) front headlight (C) hood (D) steering wheel,Which of the following is the best example of a part of the propulsion system of a tractor? , engine , front headlight , hood , steering wheel,,"### Which of the following is the best example of a part of the propulsion system of a tractor?  (A)  engine  (B)  front headlight  (C)  hood  (D)  steering wheel 
 ### "," (D)  steering wheel 
 ### (D)  steering wheel 
 ### (D)  steering wheel 
 ### (D)  steering wheel 
 ### (D) "
402,402,Mercury_7014385,7014385,C,Mercury,Some scientists believe that the mass extinction of dinosaurs was caused by the impact of a large meteorite on Earth. This impact would have caused a darkening of the sky due to dust blown into the upper atmosphere. This darkening would have reduced the sizes of some ecosystems because of (A) longer seasons. (B) accelerated erosion. (C) reduced photosynthesis. (D) increased number of hurricanes.,Some scientists believe that the mass extinction of dinosaurs was caused by the impact of a large meteorite on Earth. This impact would have caused a darkening of the sky due to dust blown into the upper atmosphere. This darkening would have reduced the sizes of some ecosystems because of , longer seasons. , accelerated erosion. , reduced photosynthesis. , increased number of hurricanes.,,"### Some scientists believe that the mass extinction of dinosaurs was caused by the impact of a large meteorite on Earth. This impact would have caused a darkening of the sky due to dust blown into the upper atmosphere. This darkening would have reduced the sizes of some ecosystems because of  (A)  longer seasons.  (B)  accelerated erosion.  (C)  reduced photosynthesis.  (D)  increased number of hurricanes. 
 ### ",4
403,403,Mercury_406546,406546,B,Mercury,A plant that has traits identical to the parent plant provides evidence that the plant (A) resulted from sexual reproduction. (B) resulted from asexual reproduction. (C) will develop many seeds. (D) will have large leaves.,A plant that has traits identical to the parent plant provides evidence that the plant , resulted from sexual reproduction. , resulted from asexual reproduction. , will develop many seeds. , will have large leaves.,,"### A plant that has traits identical to the parent plant provides evidence that the plant  (A)  resulted from sexual reproduction.  (B)  resulted from asexual reproduction.  (C)  will develop many seeds.  (D)  will have large leaves. 
 ### "," (D)  will have large leaves. 

 ### (D)  will have large leaves. 

 ### (D)  will have large"
404,404,TIMSS_2007_4_pg34,pg34,D,TIMSS,"Katie has a mixture of iron filings and sand. She wants to separate them. How can she do this? (A) Shake the mixture, and the iron filings will rise to the surface. (B) Add water to the mixture, and the sand will dissolve in the water. (C) Put the mixture through a sieve, and the sand will remain in the sieve. (D) Pass a magnet over the mixture, and the magnet will attract the iron fillings.",Katie has a mixture of iron filings and sand. She wants to separate them. How can she do this? ," Shake the mixture, and the iron filings will rise to the surface. "," Add water to the mixture, and the sand will dissolve in the water. "," Put the mixture through a sieve, and the sand will remain in the sieve. "," Pass a magnet over the mixture, and the magnet will attract the iron fillings.",,"### Katie has a mixture of iron filings and sand. She wants to separate them. How can she do this?  (A)  Shake the mixture, and the iron filings will rise to the surface.  (B)  Add water to the mixture, and the sand will dissolve in the water.  (C)  Put the mixture through a sieve, and the sand will remain in the sieve.  (D)  Pass a magnet over the mixture, and the magnet will attract the iron fillings. 
 ### ", (
405,405,Mercury_SC_402983,402983,A,Mercury,What is the first thing a student should do before starting an experiment? (A) read all the directions (B) find a lab partner (C) make notes about observations (D) write a report on the investigation,What is the first thing a student should do before starting an experiment? , read all the directions , find a lab partner , make notes about observations , write a report on the investigation,,"### What is the first thing a student should do before starting an experiment?  (A)  read all the directions  (B)  find a lab partner  (C)  make notes about observations  (D)  write a report on the investigation 
 ### ","4. make notes about observations 

 ### 4. make notes about observations 

 ### 4. make notes about observations 

 ### 4. make notes about observations 

"
406,406,OHAT_2010_8_24,24,B,Ohio Achievement Tests,Fungi recycle leaves in forests. Fungi release chemicals onto the leaves to break them down into smaller particles. The fungi use the small particles for growth. Which process allows fungi to obtain the nutrients they need from dead leaves? (A) circulation (B) digestion (C) reproduction (D) respiration,Fungi recycle leaves in forests. Fungi release chemicals onto the leaves to break them down into smaller particles. The fungi use the small particles for growth. Which process allows fungi to obtain the nutrients they need from dead leaves? , circulation , digestion , reproduction , respiration,,"### Fungi recycle leaves in forests. Fungi release chemicals onto the leaves to break them down into smaller particles. The fungi use the small particles for growth. Which process allows fungi to obtain the nutrients they need from dead leaves?  (A)  circulation  (B)  digestion  (C)  reproduction  (D)  respiration 
 ### ","4. reproduction 

 ### 4. reprodu"
407,407,MSA_2012_5_1,1,B,MSA,A student measured how quickly a car rolled down a hill. Which tool should the student have used to measure how quickly the car rolled down the hill? (A) a hand lens (B) a stopwatch (C) a thermometer (D) a centimeter ruler,A student measured how quickly a car rolled down a hill. Which tool should the student have used to measure how quickly the car rolled down the hill? , a hand lens , a stopwatch , a thermometer , a centimeter ruler,,"### A student measured how quickly a car rolled down a hill. Which tool should the student have used to measure how quickly the car rolled down the hill?  (A)  a hand lens  (B)  a stopwatch  (C)  a thermometer  (D)  a centimeter ruler 
 ### "," (A)  a hand lens 

 ### (A)  a hand lens 

 ### (D)  a"
408,408,Mercury_7013458,7013458,D,Mercury,"During its lifetime, a star will evolve through several stages. In which stage does a star spend most of its life? (A) red giant (B) red dwarf (C) white dwarf (D) main sequence","During its lifetime, a star will evolve through several stages. In which stage does a star spend most of its life? ", red giant , red dwarf , white dwarf , main sequence,,"### During its lifetime, a star will evolve through several stages. In which stage does a star spend most of its life?  (A)  red giant  (B)  red dwarf  (C)  white dwarf  (D)  main sequence 
 ### ","2. red dwarf 

 ### 2. red dwarf 

 ### 4. white dwarf 

 ### 4. white d"
409,409,VASoL_2009_5_17,17,C,Virginia Standards of Learning - Science,"In winter, the arctic fox has white fur. In summer, its fur changes color to brown and gray. The change in fur color helps the arctic fox to ___. (A) run (B) mate (C) hide (D) hibernate","In winter, the arctic fox has white fur. In summer, its fur changes color to brown and gray. The change in fur color helps the arctic fox to ___. ", run , mate , hide , hibernate,,"### In winter, the arctic fox has white fur. In summer, its fur changes color to brown and gray. The change in fur color helps the arctic fox to ___.  (A)  run  (B)  mate  (C)  hide  (D)  hibernate 
 ### ","4. hibernate 

 ### 4. hibernate 

 ### 4. hibernate 

 ### 4. hibernate 


 ###"
410,410,Mercury_SC_401163,401163,C,Mercury,A scientist trying to identify an unknown liquid may heat the liquid. Which would be the best reason for the scientist to heat the liquid? (A) to observe a color change (B) to get rid of most impurities (C) to identify the boiling point (D) to collect gases for additional study,A scientist trying to identify an unknown liquid may heat the liquid. Which would be the best reason for the scientist to heat the liquid? , to observe a color change , to get rid of most impurities , to identify the boiling point , to collect gases for additional study,,"### A scientist trying to identify an unknown liquid may heat the liquid. Which would be the best reason for the scientist to heat the liquid?  (A)  to observe a color change  (B)  to get rid of most impurities  (C)  to identify the boiling point  (D)  to collect gases for additional study 
 ### "," (D)  to collect gases for additional study 

 ### (D) "
411,411,Mercury_407259,407259,B,Mercury,Which action results in a chemical change? (A) apples being cut into slices (B) wood burning in a fireplace (C) wet clothes drying on a clothesline (D) snow being shoveled off of a sidewalk,Which action results in a chemical change? , apples being cut into slices , wood burning in a fireplace , wet clothes drying on a clothesline , snow being shoveled off of a sidewalk,,"### Which action results in a chemical change?  (A)  apples being cut into slices  (B)  wood burning in a fireplace  (C)  wet clothes drying on a clothesline  (D)  snow being shoveled off of a sidewalk 
 ### ","

 ### (D)  snow being shoveled off of a sidewalk 

 ### (A)  apples being cut into slices 

"
412,412,ACTAAP_2014_7_10,10,B,ACTAAP,Which gas is the most abundant in Earth's atmosphere? (A) oxygen (B) nitrogen (C) water vapor (D) carbon dioxide,Which gas is the most abundant in Earth's atmosphere? , oxygen , nitrogen , water vapor , carbon dioxide,,"### Which gas is the most abundant in Earth's atmosphere?  (A)  oxygen  (B)  nitrogen  (C)  water vapor  (D)  carbon dioxide 
 ### ","2 

 ### (A)  oxygen 

 ### (A)  oxygen 

 ### (A)  oxygen 


 ### (A)  oxygen 


 ### (A"
413,413,Mercury_7128853,7128853,A,Mercury,"As the loudness of a sound wave increases, which will also increase? (A) amplitude (B) frequency (C) velocity (D) wavelength","As the loudness of a sound wave increases, which will also increase? ", amplitude , frequency , velocity , wavelength,,"### As the loudness of a sound wave increases, which will also increase?  (A)  amplitude  (B)  frequency  (C)  velocity  (D)  wavelength 
 ### "," (D)  wavelength 

 ### (D) wavelength 


 ### (D) wavelength 



 ### (D) wavelength 



 ### (D) wavelength "
414,414,Mercury_7184748,7184748,D,Mercury,"Scientists have discovered that there has been a reduction in the butterfly population in an ecosystem. After much research, they have identified that the carrying capacity for butterflies has been decreased. If the scientists want to increase the butterfly population, which action should they recommend? (A) removing primary producers (B) spraying of insecticides (C) increasing runoff (D) planting flowers","Scientists have discovered that there has been a reduction in the butterfly population in an ecosystem. After much research, they have identified that the carrying capacity for butterflies has been decreased. If the scientists want to increase the butterfly population, which action should they recommend? ", removing primary producers , spraying of insecticides , increasing runoff , planting flowers,,"### Scientists have discovered that there has been a reduction in the butterfly population in an ecosystem. After much research, they have identified that the carrying capacity for butterflies has been decreased. If the scientists want to increase the butterfly population, which action should they recommend?  (A)  removing primary producers  (B)  spraying of insecticides  (C)  increasing runoff  (D)  planting flowers 
 ### ",4
415,415,Mercury_7043873,7043873,B,Mercury,What happens to a moist air mass as it moves upward in the atmosphere? (A) It becomes warmer and forms clouds. (B) It becomes cooler and forms clouds. (C) Its temperature remains the same. (D) Its temperature varies greatly.,What happens to a moist air mass as it moves upward in the atmosphere? , It becomes warmer and forms clouds. , It becomes cooler and forms clouds. , Its temperature remains the same. , Its temperature varies greatly.,,"### What happens to a moist air mass as it moves upward in the atmosphere?  (A)  It becomes warmer and forms clouds.  (B)  It becomes cooler and forms clouds.  (C)  Its temperature remains the same.  (D)  Its temperature varies greatly. 
 ### "," (C) Its temperature remains the same. 

 ### (C) Its temperature remains the same. 

 ### (C)"
416,416,Mercury_SC_LBS10949,LBS10949,C,Mercury,A warm-blooded organism that nurses its young would be called (A) a bird. (B) an insect. (C) a mammal. (D) a reptile.,A warm-blooded organism that nurses its young would be called , a bird. , an insect. , a mammal. , a reptile.,,"### A warm-blooded organism that nurses its young would be called  (A)  a bird.  (B)  an insect.  (C)  a mammal.  (D)  a reptile. 
 ### "," (D)  a reptile. 

 ###  (D)  a reptile. 


 ###  (D)  a reptile. 


"
417,417,Mercury_SC_405219,405219,D,Mercury,Refrigerators were invented to keep food cold. This is helpful in (A) growing food. (B) cleaning food. (C) keeping food dry. (D) keeping food fresh.,Refrigerators were invented to keep food cold. This is helpful in , growing food. , cleaning food. , keeping food dry. , keeping food fresh.,,"### Refrigerators were invented to keep food cold. This is helpful in  (A)  growing food.  (B)  cleaning food.  (C)  keeping food dry.  (D)  keeping food fresh. 
 ### "," (A)  growing food. 

 ### (A)  growing food. 

 ### (A)  growing food. 


 ### (A)  growing food. 
"
418,418,Mercury_7120820,7120820,C,Mercury,A change in the position of an object as time changes best describes (A) direction. (B) waves. (C) motion. (D) frequency.,A change in the position of an object as time changes best describes , direction. , waves. , motion. , frequency.,,"### A change in the position of an object as time changes best describes  (A)  direction.  (B)  waves.  (C)  motion.  (D)  frequency. 
 ### "," waves. 

 ### (B)  waves. 

 ### (B)  waves. 

 ### (B)  waves. 

 ### (B)  waves. 


 ### (B) waves. "
419,419,Mercury_SC_401269,401269,B,Mercury,Part of a scientific method involves collecting data in order to (A) change a theory. (B) test a hypothesis. (C) write a procedure. (D) make an observation.,Part of a scientific method involves collecting data in order to , change a theory. , test a hypothesis. , write a procedure. , make an observation.,,"### Part of a scientific method involves collecting data in order to  (A)  change a theory.  (B)  test a hypothesis.  (C)  write a procedure.  (D)  make an observation. 
 ### ","4. 

 ### 4. 


 ### 4. 



 ### 4. 




 ### 4. 





 ### 4"
420,420,MCAS_2010_8_12008,12008,B,MCAS,What is the smallest unit of a chemical compound that still has the properties of that compound? (A) a nucleus (B) a molecule (C) an element (D) an atom,What is the smallest unit of a chemical compound that still has the properties of that compound? , a nucleus , a molecule , an element , an atom,,"### What is the smallest unit of a chemical compound that still has the properties of that compound?  (A)  a nucleus  (B)  a molecule  (C)  an element  (D)  an atom 
 ### "," a nucleus 

 ### (A)  a nucleus 

 ### (C)  an element 

 ### (C)  an element 

 ### (C)  an"
421,421,MSA_2012_8_36,36,C,MSA,"The human body is composed of different systems made of specialized cells, tissues, and organs. Each of these structures has a specific function that aids in the survival of the human species. What is the primary function of the excretory system? (A) to digest food (B) to help in defense (C) to eliminate waste (D) to enable movement","The human body is composed of different systems made of specialized cells, tissues, and organs. Each of these structures has a specific function that aids in the survival of the human species. What is the primary function of the excretory system? ", to digest food , to help in defense , to eliminate waste , to enable movement,,"### The human body is composed of different systems made of specialized cells, tissues, and organs. Each of these structures has a specific function that aids in the survival of the human species. What is the primary function of the excretory system?  (A)  to digest food  (B)  to help in defense  (C)  to eliminate waste  (D)  to enable movement 
 ### ",2.  to help in defense
422,422,Mercury_SC_403011,403011,D,Mercury,"In the water cycle, where does water go after reaching the ocean? (A) The water flows into a river. (B) The water falls from the clouds. (C) The water sinks to the ocean floor. (D) The water changes into water vapor.","In the water cycle, where does water go after reaching the ocean? ", The water flows into a river. , The water falls from the clouds. , The water sinks to the ocean floor. , The water changes into water vapor.,,"### In the water cycle, where does water go after reaching the ocean?  (A)  The water flows into a river.  (B)  The water falls from the clouds.  (C)  The water sinks to the ocean floor.  (D)  The water changes into water vapor. 
 ### "," (D)  The water changes into water vapor. 

 ### (D)  The water changes into water vapor. "
423,423,Mercury_184380,184380,A,Mercury,Which group of organisms is most responsible for changing the composition of Earth's early atmosphere? (A) algae (B) fungi (C) reptiles (D) angiosperms,Which group of organisms is most responsible for changing the composition of Earth's early atmosphere? , algae , fungi , reptiles , angiosperms,,"### Which group of organisms is most responsible for changing the composition of Earth's early atmosphere?  (A)  algae  (B)  fungi  (C)  reptiles  (D)  angiosperms 
 ### "," (B)  fungi 

 ### (B)  fungi 

 ### (B)  fungi 

 ### (B)  fungi 

 ### (B) "
424,424,Mercury_LBS10577,LBS10577,B,Mercury,"The ounce, the pound, and the ton are units of (A) time. (B) weight. (C) length. (D) distance.","The ounce, the pound, and the ton are units of ", time. , weight. , length. , distance.,,"### The ounce, the pound, and the ton are units of  (A)  time.  (B)  weight.  (C)  length.  (D)  distance. 
 ### ","2. 

 ### 2. 


 ### 3. 


 ### 4. 


 ### 4. 



 ### 4. 




 ### 4."
425,425,Mercury_410593,410593,C,Mercury,"The structures in the bodies of many organisms have levels of organization that help the body to carry out life processes. Which list correctly shows how these levels are organized from the simplest to the most complex? (A) tissue, cell, organ, organ system (B) organ, cell, organ system, tissue (C) cell, tissue, organ, organ system (D) organ system, tissue, organ, cell",The structures in the bodies of many organisms have levels of organization that help the body to carry out life processes. Which list correctly shows how these levels are organized from the simplest to the most complex? ," tissue, cell, organ, organ system "," organ, cell, organ system, tissue "," cell, tissue, organ, organ system "," organ system, tissue, organ, cell",,"### The structures in the bodies of many organisms have levels of organization that help the body to carry out life processes. Which list correctly shows how these levels are organized from the simplest to the most complex?  (A)  tissue, cell, organ, organ system  (B)  organ, cell, organ system, tissue  (C)  cell, tissue, organ, organ system  (D)  organ system, tissue, organ, cell 
 ### ","
"
426,426,MEA_2010_8_2,2,D,MEA,"According to scientists, donkeys and horses share a common ancestor. Which evidence shows that the two organisms are related? (A) Both are tall. (B) Both run fast. (C) They have the same diet. (D) They have the same bones in their limbs.","According to scientists, donkeys and horses share a common ancestor. Which evidence shows that the two organisms are related? ", Both are tall. , Both run fast. , They have the same diet. , They have the same bones in their limbs.,,"### According to scientists, donkeys and horses share a common ancestor. Which evidence shows that the two organisms are related?  (A)  Both are tall.  (B)  Both run fast.  (C)  They have the same diet.  (D)  They have the same bones in their limbs. 
 ### "," (A)  Both are tall. 

 ###  (A)  Both are tall. "
427,427,Mercury_7042543,7042543,B,Mercury,Astronomers have found low-energy background radiation in every part of the sky that they have studied. This radiation is taken as evidence of energy remaining from which event? (A) supernovas (B) the big bang (C) collisions of galaxies (D) modern decay of unstable atoms,Astronomers have found low-energy background radiation in every part of the sky that they have studied. This radiation is taken as evidence of energy remaining from which event? , supernovas , the big bang , collisions of galaxies , modern decay of unstable atoms,,"### Astronomers have found low-energy background radiation in every part of the sky that they have studied. This radiation is taken as evidence of energy remaining from which event?  (A)  supernovas  (B)  the big bang  (C)  collisions of galaxies  (D)  modern decay of unstable atoms 
 ### ","
 ### (B)  the big bang 

 ### (C)  collisions of galaxies 
"
428,428,Mercury_SC_410835,410835,C,Mercury,Mrs. Garry's class wants to know if their area has more acid rain than other parts of the state. Which would be the best way for them to begin research? (A) contact other schools within the state (B) study science textbooks in the library (C) look for current acid rain studies on the Internet (D) examine soil samples taken at different locations,Mrs. Garry's class wants to know if their area has more acid rain than other parts of the state. Which would be the best way for them to begin research? , contact other schools within the state , study science textbooks in the library , look for current acid rain studies on the Internet , examine soil samples taken at different locations,,"### Mrs. Garry's class wants to know if their area has more acid rain than other parts of the state. Which would be the best way for them to begin research?  (A)  contact other schools within the state  (B)  study science textbooks in the library  (C)  look for current acid rain studies on the Internet  (D)  examine soil samples taken at different locations 
 ### ","
 ### (B) study science textbooks"
429,429,MDSA_2011_8_39,39,A,Maryland School Assessment,A light bulb transforms electrical energy into light energy. A light bulb also transforms electrical energy into (A) heat energy (B) potential energy (C) magnetic energy (D) mechanical energy,A light bulb transforms electrical energy into light energy. A light bulb also transforms electrical energy into , heat energy , potential energy , magnetic energy , mechanical energy,,"### A light bulb transforms electrical energy into light energy. A light bulb also transforms electrical energy into  (A)  heat energy  (B)  potential energy  (C)  magnetic energy  (D)  mechanical energy 
 ### "," (D)  mechanical energy 

 ### (D)  mechanical energy 

 ### (D)  mechanical energy 

 ### (D) mechanical energy 

 ### (D)"
430,430,Mercury_SC_415071,415071,B,Mercury,Screech owls nest in holes in trees. They eat mice and crickets. Where would a screech owl most likely live? (A) a beach (B) a forest (C) a desert (D) a rainforest,Screech owls nest in holes in trees. They eat mice and crickets. Where would a screech owl most likely live? , a beach , a forest , a desert , a rainforest,,"### Screech owls nest in holes in trees. They eat mice and crickets. Where would a screech owl most likely live?  (A)  a beach  (B)  a forest  (C)  a desert  (D)  a rainforest 
 ### "," a beach 

 ### (A)  a beach 

 ### (C)  a desert 

 ### (C)  a desert"
